"name","label","concept","geography"
"B17001H_040","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_041","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_042","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_043","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_044","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_045","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_046","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_047","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_048","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_049","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_050","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_051","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_052","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_053","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_054","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_055","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_056","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_057","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_058","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001H_059","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (WHITE ALONE, NOT HISPANIC OR LATINO)","tract"
"B17001I_001","Estimate!!Total:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_002","Estimate!!Total:!!Income in the past 12 months below poverty level:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_003","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_004","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!Under 5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_005","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_006","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!6 to 11 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_007","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!12 to 14 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_008","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!15 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_009","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!16 and 17 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_010","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!18 to 24 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_011","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_012","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_013","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_014","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_015","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_016","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Male:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_017","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_018","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!Under 5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_019","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_020","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!6 to 11 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_021","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!12 to 14 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_022","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!15 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_023","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!16 and 17 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_024","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!18 to 24 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_025","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_026","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_027","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_028","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_029","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_030","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Female:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_031","Estimate!!Total:!!Income in the past 12 months at or above poverty level:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_032","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_033","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!Under 5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_034","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_035","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!6 to 11 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_036","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!12 to 14 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_037","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!15 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_038","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!16 and 17 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_039","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!18 to 24 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_040","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_041","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_042","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_043","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_044","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_045","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Male:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_046","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_047","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!Under 5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_048","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!5 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_049","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!6 to 11 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_050","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!12 to 14 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_051","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!15 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_052","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!16 and 17 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_053","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!18 to 24 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_054","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!25 to 34 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_055","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!35 to 44 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_056","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!45 to 54 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_057","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!55 to 64 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_058","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!65 to 74 years","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17001I_059","Estimate!!Total:!!Income in the past 12 months at or above poverty level:!!Female:!!75 years and over","POVERTY STATUS IN THE PAST 12 MONTHS BY SEX BY AGE (HISPANIC OR LATINO)","tract"
"B17010H_001","Estimate!!Total:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_002","Estimate!!Total:!!Income in the past 12 months below poverty level:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_003","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_004","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!With related children of the householder under 18 years:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_005","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!With related children of the householder under 18 years:!!Under 5 years only","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_006","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!With related children of the householder under 18 years:!!Under 5 years and 5 to 17 years","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_007","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!With related children of the householder under 18 years:!!5 to 17 years only","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_008","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Married-couple family:!!No related children of the householder under 18 years","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_009","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_010","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_011","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_012","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years:!!Under 5 years only","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_013","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years:!!Under 5 years and 5 to 17 years","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_014","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!With related children of the householder under 18 years:!!5 to 17 years only","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_015","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Male householder, no spouse present:!!No related children of the householder under 18 years","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
"B17010H_016","Estimate!!Total:!!Income in the past 12 months below poverty level:!!Other family:!!Female householder, no spouse present:","POVERTY STATUS IN THE PAST 12 MONTHS OF FAMILIES BY FAMILY TYPE BY PRESENCE OF RELATED CHILDREN UNDER 18 YEARS BY AGE OF RELATED CHILDREN (WHITE ALONE, NOT HISPANIC OR LATINO HOUSEHOLDER)","tract"
